Species Type,Genus,Species,Brain mass (g),Body mass (g)
B,Charadrius,semipalmatus,0.843,44.279
B,Spizixos,semitorques,0.92,39.82
B,Lagonosticta,senegala,0.4,7.35
B,Lagonosticta,senegala,0.39,6.7
B,Nectarinia,senegalensis,0.55,9.32
B,Nectarinia,senegalensis,0.45,9.6
B,Tchagra,senegalus,1.4,34.6
B,Poicephalus,senegalus,4.351,100.142
B,Poicephalus,senegalus,4.385,108.305
B,Poicephalus,senegalus,4.924,120.858
B,Francolinus,sephaena,1.5,208
B,Serinus,serinus,0.497,7.944
B,Serinus,serinus,0.393,7.872
B,Serinus,serinus,0.7,11.2
B,Serinus,serinus,0.71,16.3
B,Serinus,serinus,0.455,8.92
B,Serinus,serinus,0.358,8.042
B,Serinus,serinus,0.57,14.2
B,Serinus,serinus,0.59,14.49
B,Serinus,serinus,0.56,14.6
B,Serinus,serinus,0.66,16
B,Serinus,serinus,0.6,16.45
B,Serinus,serinus,0.72,17.9
B,Mergus,serrator,5.289,770
B,Mergus,serrator,5.67,706
B,Mergus,serrator,5.161,1040
B,Mergus,serrator,5.262,1100
B,Mergus,serrator,4.572,1119.5
B,Mergus,serrator,5.27,1190
B,Mergus,serrator,5.55,1380
B,Sialia,sialis,1.281,34
B,Sialia,sialis,1.392,29
B,Uragus,sibiricus,0.68,9.553
B,Uragus,sibiricus,0.588,19.377
B,Uragus,sibiricus,0.68,13.3
B,Uragus,sibiricus,0.591,14.7
B,Sporophila,simplex,0.56,9.4
B,Carduelis,sinica x Serinus canaria,0.547,17.547
B,Chalcopsitta,sintillata,4.581,145.007
B,Cardinalis,sinuatus,1.278,30.959
B,Cardinalis,sinuatus,1.271,20.042
B,Cardinalis,sinuatus,1.358,23.833
B,Phigys,solitarius,2.167,67.518
B,Aratinga,solstitialis,4.041,103.05
B,Anisognathus,somptuosus,1.3,42.9
B,Gallus,sonneratii,2.7,461.351
B,Gallus,sonneratii,2.77,321
B,Gallus,sonneratii,3.85,1012
B,Gallus,sonneratii,3.38,818
B,Pitta,sordida,1.28,59.1
B,Pitta,sordida,1.15,45.6
B,Pitta,sordida,1.27,45.4
B,Pitta,sordida,1.27,45.4
B,Pitta,sordida,1.207,38.129
B,Pitta,sordida,1.34,63.4
B,Aythya,sp.,5.569,956
B,Chloropsis,sp.,0.72,21.2
B,Lonchura,sp.,0.54,9.55
B,Serinus,sp.,0.532,13.827
B,Serinus,sp.,0.532,13.827
B,Falco,sparverius,2.51,112
B,Falco,sparverius,2.75,75
B,Somateria,spectabilis,7.838,1200
B,Somateria,spectabilis,7.3,1800
B,Lonchura,spectabilis,0.47,7.8
B,Lonchura,spectabilis,0.5,7.95
B,Parus,spilonotus,0.8,17.643
B,Parus,spilonotus,0.906,17.452
B,Carduelis,spinoides,0.607,16.674
B,Carduelis,spinoides,0.489,19.581
B,Vanellus,spinosus,1.653,201.036
B,Vanellus,spinosus,1.707,182.891
B,Carduelis,spinus,0.499,11.744
B,Carduelis,spinus,0.514,13.504
B,Carduelis,spinus,0.523,12.526
B,Carduelis,spinus,0.567,13.658
B,Carduelis,spinus,0.517,11.191
B,Carduelis,spinus,0.498,10.405
B,Carduelis,spinus,0.482,13.227
B,Carduelis,spinus,0.57,13.067
B,Carduelis,spinus,0.524,11.223
B,Carduelis,spinus,0.442,13.61
B,Carduelis,spinus,0.54,8.73
B,Carduelis,spinus,0.61,13.2
B,Carduelis,spinus,0.524,13.068
B,Carduelis,spinus,0.481,11.391
B,Carduelis,spinus,0.523,11.848
B,Carduelis,spinus,0.6,12.1
B,Carduelis,spinus,0.506,14.312
B,Carduelis,spinus,0.556,10.722
B,Carduelis,spinus,0.459,11.048
B,Carduelis,spinus,0.532,10.844
B,Carduelis,spinus,0.532,10.844
B,Carduelis,spinus,0.616,14.561
B,Carduelis,spinus,0.518,12.8
B,Carduelis,spinus,0.524,14.941
B,Carduelis,spinus,0.527,16.173
B,Carduelis,spinus,0.493,14.593
B,Carduelis,spinus,0.62,12.9
B,Carduelis,spinus,0.68,12.8
B,Carduelis,spinus,0.587,15.357
B,Neophema,splendida,1.256,39.6
B,Neophema,splendida,1.2,36.1
B,Neophema,splendida,1.239,36.981
B,Neophema,splendida,1.242,39.511
B,Neophema,splendida,1.02,41.569
B,Neophema,splendida,1.375,35.97
B,Aix,sponsa,3.147,330.19
B,Aix,sponsa,4.85,592.5
B,Purpureicephalus,spurius,3.8,93.8
B,Purpureicephalus,spurius,3.2,92.7
B,Purpureicephalus,spurius,3.6,109.8
B,Callipepla,squamata,1.143,123.285
B,Callipepla,squamata,1.088,171.188
B,Callipepla,squamata,1.5,99
B,Eos,squamata,4.17,112.5
B,Pycnonotus,squamatus,0.552,19.367
B,Pluvialis,squatarola,2.02,239.5
B,Pluvialis,squatarola,2.18,161.4
B,Pluvialis,squatarola,2.32,233.2
B,Pluvialis,squatarola,2.38,280.5
B,Gavia,stellata,6.12,1530
B,Gavia,stellata,5.2,984
B,Gavia,stellata,5.372,1482
B,Gavia,stellata,6.38,1568
B,Gavia,stellata,6,1480
B,Gavia,stellata,4.75,2060
B,Acrocephalus,stentoreus,0.73,19.75
B,Geopelia,striata,0.75,48.1
B,Muscicapa,striata,0.451,13.702
B,Muscicapa,striata,0.531,16.841
B,Muscicapa,striata,0.461,16.839
B,Muscicapa,striata,0.55,14.7
B,Muscicapa,striata,0.396,12.51
B,Muscicapa,striata,0.503,15.214
B,Accipiter,striatus,5.7,520
B,Colius,striatus,1.23,44.4
B,Colius,striatus,0.98,58.7
B,Colius,striatus,1.22,61.3
B,Colius,striatus,1.16,49.7
B,Serinus,striolatus,0.744,17.709
B,Tryngites,subruficollis,0.919,73.024
B,Serinus,sulphuratus,0.772,13.308
B,Pitangus,sulphuratus,1.05,55.1
B,Pitangus,sulphuratus,1.42,74.6
B,Pitangus,sulphuratus,1.48,80.9
B,Pitangus,sulphuratus,1.48,80.9
B,Cacatua,sulphurea,11.742,507
B,Cacatua,sulphurea,8.2,247.6
B,Cacatua,sulphurea,10.774,340.315
B,Tanygnathus,sumatranus,6.5,173
B,Niltava,sundara,0.709,17.915
B,Niltava,sundara,0.658,27.245
B,Niltava,sundara,0.767,24.62
B,Lamprotornis,superbus,1.447,40.643
B,Lamprotornis,superbus,1.762,50.95
B,Lamprotornis,superbus,1.9,41
B,Lamprotornis,superbus,1.76,56.55
B,Lamprotornis,superbus,1.9,40.27
B,Lamprotornis,superbus,1.5,44.6
B,Lamprotornis,superbus,1.77,45
B,Lamprotornis,superbus,2.1,48.4
B,Lamprotornis,superbus,2,52.15
B,Lamprotornis,superbus,1.9,55.6
B,Lamprotornis,superbus,1.85,61.1
B,Polytelis,swainsonii,3.4,155.5
B,Polytelis,swainsonii,2.942,128.36
B,Polytelis,swainsonii,3.21,130.2
B,Polytelis,swainsonii,3.343,85.064
B,Lophura,swinhoii,3.302,614
B,Tadorna,tadorna,4.88,676
B,Tadorna,tadorna,4.329,1340
B,Tadorna,tadorna,4.888,1295
B,Tadorna,tadorna,5.546,1512
B,Tadorna,tadorna,5.16,1410
B,Agapornis,taranta,1.807,46.18
B,Agapornis,taranta,1.9,50.9
B,Agapornis,taranta,1.975,45.28
B,Crypturellus,tataupa,1.25,215
B,Lonchura,teerinki,0.53,14.082
B,Tragopan,temminckii,3.949,651
B,Tragopan,temminckii,3.632,800
B,Tragopan,temminckii,3.395,905
B,Tragopan,temminckii,4.7,1260
B,Neochmia,temporalis,0.45,8.2
B,Cacatua,tenuirostris,9.114,490
B,Tetrao,tetrix,3.7,1430
B,Tetrao,tetrix,3.47,1360
B,Tetrao,tetrix,3.668,1180
B,Cissa,thalassina,3.5,86.6
B,Colibri,thalassinus,0.19,5.48
B,Eumyias,thalassinus,0.559,11.001
B,Eumyias,thalassinus,0.53,11.7
B,Galerida,theklae,0.92,35.1
B,Bambusicola,thoracicus,1.58,197
B,Falco,tinnunculus,4.055,235.791
B,Falco,tinnunculus,3.774,157.406
B,Falco,tinnunculus,3.604,201.171
B,Falco,tinnunculus,3.784,229.7
B,Falco,tinnunculus,3.869,176.76
B,Falco,tinnunculus,3.7,272.4
B,Falco,tinnunculus,3.464,211.535
B,Falco,tinnunculus,3.893,220.875
B,Falco,tinnunculus,3.598,190.307
B,Falco,tinnunculus,3.847,249.069
B,Falco,tinnunculus,3.891,206.745
B,Falco,tinnunculus,3.7,146.7
B,Falco,tinnunculus,3.8,223.3
B,Falco,tinnunculus,4,150
B,Falco,tinnunculus,3.82,154
B,Falco,tinnunculus,3.79,139.7
B,Falco,tinnunculus,3.646,144.846
B,Falco,tinnunculus,3.694,191.05
B,Falco,tinnunculus,3.694,191.05
B,Falco,tinnunculus,4.006,225.54
B,Falco,tinnunculus,3.98,153.5
B,Falco,tinnunculus,3.465,141.975
B,Falco,tinnunculus,4.239,205.963
B,Falco,tinnunculus,3.7,193
B,Falco,tinnunculus,3.838,140.989
B,Falco,tinnunculus,3.507,194.048
B,Falco,tinnunculus,3.843,141.72
B,Falco,tinnunculus,3.7,208.2
B,Falco,tinnunculus,3.488,199.111
B,Falco,tinnunculus,3.95,155.3
B,Falco,tinnunculus,3.512,162.462
B,Falco,tinnunculus,3.68,192.777
B,Falco,tinnunculus,3.956,146.398
B,Falco,tinnunculus,3.873,132.447
B,Falco,tinnunculus,3.83,191.4
B,Falco,tinnunculus,4.31,147
B,Falco,tinnunculus,3.504,231.536
B,Falco,tinnunculus,3.855,186.585
B,Falco,tinnunculus,3.776,254.928
B,Ramphastos,toco,6.01,487
B,Ramphastos,toco,6.51,471.2
B,Alca,torda,5.15,832.6
B,Alca,torda,4.853,508
B,Alca,torda,4.85,833.2
B,Saxicola,torquatus,0.471,18.244
B,Turdus,torquatus,1.694,107.89
B,Turdus,torquatus,1.888,105.038
B,Turdus,torquatus,1.693,110.086
B,Turdus,torquatus,1.697,101.09
B,Turdus,torquatus,1.7,121.3
B,Turdus,torquatus,1.834,96.635
B,Turdus,torquatus,1.788,99.838
B,Arborophila,torqueola,1.629,184.51
B,Arborophila,torqueola,2.033,217.3
B,Jynx,torquilla,3.46,34.6
B,Jynx,torquilla,0.86,36.45
B,Jynx,torquilla,0.857,39.585
B,Jynx,torquilla,0.95,44.1
B,Jynx,torquilla,0.867,38.311
B,Jynx,torquilla,0.75,39.5
B,Jynx,torquilla,0.85,43.5
B,Jynx,torquilla,0.853,40.956
B,Jynx,torquilla,0.8,33.3
B,Jynx,torquilla,0.75,33.2
B,Tringa,totanus,1.82,139.2
B,Tringa,totanus,1.376,90.274
B,Tringa,totanus,1.82,139.2
B,Tringa,totanus,1.511,97.913
B,Tringa,totanus,1.3,99.1
B,Tringa,totanus,1.6,100.65
B,Steganopus,tricolor,0.603,63.18
B,Egretta,tricolor,3.45,324.5
B,Rissa,tridactyla,3.7,282.7
B,Rissa,tridactyla,3.6,230
B,Carpodacus,trifasciatus,0.921,36.582
B,Lonchura,tristissima,0.46,7.3
B,Lonchura,tristissima,0.52,6.7
B,Lonchura,tristissima,0.52,6.7
B,Emberiza,tristrami,0.6,13.335
B,Anthus,trivialis,0.624,22.35
B,Anthus,trivialis,0.553,19.23
B,Phylloscopus,trochilus,0.24,10.35
B,Phylloscopus,trochilus,0.28,9.6
B,Phylloscopus,trochilus,0.31,8.6
B,Phylloscopus,trochilus,0.4,11.9
B,Phylloscopus,trochilus,0.39,11
B,Phylloscopus,trochilus,0.305,10.303
B,Estrilda,troglodytes,0.35,5.3
B,Troglodytes,troglodytes,0.49,8.4
B,Troglodytes,troglodytes,0.444,9.068
B,Troglodytes,troglodytes,0.405,7.376
B,Troglodytes,troglodytes,0.355,8.67
B,Troglodytes,troglodytes,0.4,8.9
B,Troglodytes,troglodytes,0.45,7.75
B,Troglodytes,troglodytes,0.68,11.4
B,Troglodytes,troglodytes,0.458,9.942
B,Troglodytes,troglodytes,0.55,8.15
B,Troglodytes,troglodytes,0.45,10.6
B,Troglodytes,troglodytes,0.57,7.8
B,Troglodytes,troglodytes,0.503,10.075
B,Troglodytes,troglodytes,0.58,11.15
B,Troglodytes,troglodytes,0.55,10.6
B,Troglodytes,troglodytes,0.462,11.239
B,Troglodytes,troglodytes,0.5,10.844
B,Troglodytes,troglodytes,0.37,8.72
B,Troglodytes,troglodytes,0.55,10.3
B,Troglodytes,troglodytes,0.42,9.67
B,Troglodytes,troglodytes,0.52,7.8
B,Troglodytes,troglodytes,0.5,11.2
B,Troglodytes,troglodytes,0.397,8.111
B,Troglodytes,troglodytes,0.39,9.1
B,Troglodytes,troglodytes,0.406,8.236
B,Troglodytes,troglodytes,0.547,10.781
B,Troglodytes,troglodytes,0.501,10.41
B,Troglodytes,troglodytes,0.445,9.748
B,Pionus,tumultuosus,5.89,156.2
B,Pionus,tumultuosus,5.89,156.2
B,Turtur,tympanistria,0.82,79.8
B,Amazilia,tzacatl,0.1998,4.8
B,Bonasa,umbellus,2.7,299.3
B,Scopus,umbretta,3.93,317.5
B,Scopus,umbretta,4.55,344
